ENSGID	CHR	START	END
ENSG00000188011	chr2	242811752	242815975
ENSG00000216921	chr2	242836136	242844702
ENSG00000134121	chr3	238279	451090
ENSG00000134115	chr3	1134260	1445901
ENSG00000144619	chr3	2140497	3099645
ENSG00000091181	chr3	3111233	3168297
ENSG00000072756	chr3	3168600	3192563
ENSG00000113851	chr3	3190676	3221394
ENSG00000144455	chr3	3742498	4508965
ENSG00000175928	chr3	3841121	3889387
ENSG00000170364	chr3	4344988	4359251
ENSG00000150995	chr3	4535032	4889524
ENSG00000235978	chr3	4855978	4928977
ENSG00000134107	chr3	5020801	5027008
ENSG00000134108	chr3	5163905	5222596
ENSG00000268509	chr3	5229227	5229982
ENSG00000134109	chr3	5229331	5261642
ENSG00000196277	chr3	6811688	7783215
ENSG00000071282	chr3	8543393	8609805
ENSG00000125046	chr3	8661086	8786726
ENSG00000182533	chr3	8775486	8883492
ENSG00000180914	chr3	8792094	8811314
ENSG00000070950	chr3	8817088	9005457
ENSG00000196220	chr3	9022275	9404737
ENSG00000134077	chr3	9404526	9428475
ENSG00000168137	chr3	9439299	9520924
ENSG00000156959	chr3	9543481	9595486
ENSG00000163719	chr3	9691117	9744077
ENSG00000144550	chr3	9745491	9771592
ENSG00000156983	chr3	9773413	9789702
ENSG00000114026	chr3	9791628	9829903
ENSG00000134072	chr3	9799026	9811676
ENSG00000171148	chr3	9821544	9834695
ENSG00000241553	chr3	9834179	9849410
ENSG00000250151	chr3	9834766	9877085
ENSG00000214021	chr3	9849770	9896822
ENSG00000156990	chr3	9879533	9886286
ENSG00000187288	chr3	9908398	9921938
ENSG00000171135	chr3	9932238	9936033
ENSG00000163701	chr3	9944296	9958086
ENSG00000163702	chr3	9958758	9975314
ENSG00000163703	chr3	9975506	9987097
ENSG00000163704	chr3	9987226	9994078
ENSG00000125037	chr3	10004221	10052800
ENSG00000144554	chr3	10068098	10143614
ENSG00000163705	chr3	10123001	10149915
ENSG00000254999	chr3	10157276	10168874
ENSG00000134086	chr3	10182692	10193904
ENSG00000134070	chr3	10206549	10285427
ENSG00000157014	chr3	10289707	10322902
ENSG00000272410	chr3	10291056	10327480
ENSG00000157017	chr3	10327359	10334631
ENSG00000157020	chr3	10334815	10362862
ENSG00000157087	chr3	10365707	10749716
ENSG00000132164	chr3	10857885	10982419
ENSG00000157103	chr3	11034410	11080933
ENSG00000196639	chr3	11178779	11305243
ENSG00000197548	chr3	11313995	11599139
ENSG00000144560	chr3	11597544	11762220
ENSG00000144559	chr3	11831916	11888393
ENSG00000157150	chr3	12194551	12200851
ENSG00000132170	chr3	12328867	12475855
ENSG00000154743	chr3	12525931	12581122
ENSG00000225526	chr3	12556433	12602558
ENSG00000075975	chr3	12598513	12625212
ENSG00000132155	chr3	12625100	12705725
ENSG00000088726	chr3	12775024	12810956
ENSG00000144712	chr3	12837971	12913415
ENSG00000144713	chr3	12875984	12883087
ENSG00000144711	chr3	12938719	13114617
ENSG00000132182	chr3	13357737	13461809
ENSG00000163517	chr3	13521224	13547916
ENSG00000163520	chr3	13573824	13679922
ENSG00000154764	chr3	13857755	13921618
ENSG00000180438	chr3	13978756	14124311
ENSG00000163528	chr3	14153580	14166370
ENSG00000170876	chr3	14166440	14185179
ENSG00000268279	chr3	14176717	14189548
ENSG00000154767	chr3	14186647	14220283
ENSG00000170860	chr3	14219858	14242619
ENSG00000131389	chr3	14444076	14530857
ENSG00000154781	chr3	14693271	14714166
ENSG00000131379	chr3	14716606	14814541
ENSG00000154783	chr3	14860469	14975895
ENSG00000177463	chr3	14989091	15095107
ENSG00000131368	chr3	15083967	15106842
ENSG00000131381	chr3	15111580	15140670
ENSG00000131375	chr3	15247659	15294425
ENSG00000131370	chr3	15296360	15382875
ENSG00000206562	chr3	15422782	15482073
ENSG00000144597	chr3	15468862	15484120
ENSG00000206561	chr3	15491640	15563258
ENSG00000131373	chr3	15602211	15643338
ENSG00000169814	chr3	15642848	15687329
ENSG00000206560	chr3	15708743	15901278
ENSG00000131386	chr3	16216156	16273499
ENSG00000154813	chr3	16299485	16306479
ENSG00000154814	chr3	16306706	16391806
ENSG00000131378	chr3	16355081	16555533
ENSG00000092345	chr3	16628299	16711813
ENSG00000154822	chr3	16844159	17132086
ENSG00000131374	chr3	17198654	18486309
ENSG00000182568	chr3	18386879	18487080
ENSG00000183960	chr3	19189946	19577138
ENSG00000163576	chr3	19920964	19988517
ENSG00000144566	chr3	19988571	20026667
ENSG00000183977	chr3	20021453	20053822
ENSG00000114166	chr3	20081515	20195896
ENSG00000129810	chr3	20202085	20227784
ENSG00000151789	chr3	21459915	22414812
ENSG00000182247	chr3	23244511	23633284
ENSG00000170142	chr3	23847394	23932807
ENSG00000197885	chr3	23933151	23988082
ENSG00000174748	chr3	23958036	23965183
ENSG00000174738	chr3	23986751	24022109
ENSG00000151090	chr3	24158651	24536773
ENSG00000077092	chr3	25215823	25639423
ENSG00000077097	chr3	25639475	25706398
ENSG00000151092	chr3	25760435	25831530
ENSG00000151093	chr3	25824408	25836025
ENSG00000230891	chr3	25900024	25915191
ENSG00000179796	chr3	26664297	26752267
ENSG00000163491	chr3	27151576	27410951
ENSG00000033867	chr3	27414214	27525911
ENSG00000163508	chr3	27757440	27764206
ENSG00000187118	chr3	28283075	28366633
ENSG00000163512	chr3	28356494	28390618
ENSG00000206559	chr3	28390637	28579613
ENSG00000144642	chr3	29322473	30051886
ENSG00000163513	chr3	30647994	30735634
ENSG00000144644	chr3	30767692	30936257
ENSG00000163527	chr3	31574130	31679112
ENSG00000144645	chr3	31699382	32119072
ENSG00000197385	chr3	32023263	32033120
ENSG00000152642	chr3	32147181	32210205
ENSG00000170293	chr3	32280171	32411817
ENSG00000153551	chr3	32433163	32524559
ENSG00000091317	chr3	32522804	32544900
ENSG00000144635	chr3	32567463	32612366
ENSG00000182973	chr3	32726637	32815367
ENSG00000206557	chr3	32859510	32939318
ENSG00000183813	chr3	32993066	32997841
ENSG00000170266	chr3	33038100	33138722
ENSG00000188167	chr3	33131913	33138293
ENSG00000170275	chr3	33155471	33189265
ENSG00000173705	chr3	33191537	33260707
ENSG00000153558	chr3	33318517	33445154
ENSG00000153560	chr3	33429828	33482863
ENSG00000163539	chr3	33537737	33759848
ENSG00000170248	chr3	33839844	33911194
ENSG00000172995	chr3	35680437	35835988
ENSG00000144681	chr3	36421836	36589499
ENSG00000163673	chr3	36753913	36781352
ENSG00000168016	chr3	36868311	36986548
ENSG00000178567	chr3	37027357	37034795
ENSG00000076242	chr3	37034823	37107380
ENSG00000093167	chr3	37094117	37225180
ENSG00000144674	chr3	37284668	37408242
ENSG00000198590	chr3	37427760	37476988
ENSG00000144668	chr3	37493606	37865005
ENSG00000144677	chr3	37903451	38025960
ENSG00000136059	chr3	38029550	38048679
ENSG00000187091	chr3	38048987	38071253
ENSG00000008226	chr3	38080696	38165516
ENSG00000060971	chr3	38144620	38178733
ENSG00000172936	chr3	38179969	38184513
ENSG00000172939	chr3	38206580	38296979
ENSG00000172940	chr3	38307303	38319806
ENSG00000144671	chr3	38323785	38360066
ENSG00000093217	chr3	38388251	38462839
ENSG00000114739	chr3	38495342	38534633
ENSG00000157036	chr3	38537618	38583652
ENSG00000183873	chr3	38589548	38691164
ENSG00000185313	chr3	38738293	38835501
ENSG00000168356	chr3	38887260	38992052
ENSG00000114742	chr3	39093489	39138155
ENSG00000114745	chr3	39138150	39149854
ENSG00000168026	chr3	39149152	39180394
ENSG00000144655	chr3	39183346	39196053
ENSG00000168334	chr3	39224701	39234087
ENSG00000168329	chr3	39304985	39323226
ENSG00000179934	chr3	39371197	39375171
ENSG00000144659	chr3	39424839	39438842
ENSG00000168028	chr3	39448180	39454033
ENSG00000168314	chr3	39508689	39570970
ENSG00000170011	chr3	39850405	40301812
ENSG00000114784	chr3	40351175	40353915
ENSG00000168032	chr3	40428647	40470110
ENSG00000188846	chr3	40498783	40503861
ENSG00000177873	chr3	40518604	40531727
ENSG00000177842	chr3	40547483	40560227
ENSG00000172888	chr3	40566369	40616176
ENSG00000168036	chr3	41236328	41301587
ENSG00000168038	chr3	41288090	42003922
ENSG00000182606	chr3	42055294	42267381
ENSG00000187094	chr3	42299317	42307699
ENSG00000157093	chr3	42438570	42452092
ENSG00000114812	chr3	42530791	42579059
ENSG00000093183	chr3	42589461	42642572
ENSG00000008324	chr3	42623332	42636606
ENSG00000114857	chr3	42642106	42690227
ENSG00000114853	chr3	42695176	42709072
ENSG00000157119	chr3	42727011	42734036
ENSG00000244607	chr3	42734155	42814745
ENSG00000010282	chr3	42734155	42744319
ENSG00000181061	chr3	42798669	42846023
ENSG00000144648	chr3	42846244	42929466
ENSG00000273291	chr3	42850938	43097363
ENSG00000240747	chr3	42850975	42984284
ENSG00000180432	chr3	42897497	42917633
ENSG00000182983	chr3	42947223	42960825
ENSG00000144649	chr3	43020759	43101703
ENSG00000144647	chr3	43120724	43147568
ENSG00000163788	chr3	43328004	43466256
ENSG00000160746	chr3	43396351	43733086
ENSG00000011198	chr3	43731605	43775863
ENSG00000173769	chr3	44283378	44373590
ENSG00000179152	chr3	44379611	44450943
ENSG00000185219	chr3	44481262	44519162
ENSG00000178917	chr3	44540462	44552128
ENSG00000196345	chr3	44596685	44624975
ENSG00000273303	chr3	44607051	44635665
ENSG00000144792	chr3	44619715	44641186
ENSG00000186448	chr3	44626380	44689963
ENSG00000169981	chr3	44690219	44702283
ENSG00000196653	chr3	44754135	44765323
ENSG00000186446	chr3	44771088	44778575
ENSG00000163807	chr3	44779153	44803154
ENSG00000163808	chr3	44803209	44914868
ENSG00000169964	chr3	44903361	44907162
ENSG00000163810	chr3	44916100	44956482
ENSG00000163812	chr3	44956749	45017677
ENSG00000075914	chr3	45016733	45077558
ENSG00000163815	chr3	45043040	45077563
ENSG00000163814	chr3	45123770	45187914
ENSG00000249992	chr3	45265958	45267770
ENSG00000011376	chr3	45429998	45590913
ENSG00000144791	chr3	45596886	45727830
ENSG00000211456	chr3	45730548	45786916
ENSG00000163817	chr3	45796942	45838027
ENSG00000163818	chr3	45864808	45957534
ENSG00000173585	chr3	45927996	45944667
ENSG00000163820	chr3	45959396	46037316
ENSG00000172215	chr3	45982425	45989845
ENSG00000173578	chr3	46058516	46069234
ENSG00000183625	chr3	46205096	46308197
ENSG00000163823	chr3	46243200	46249887
ENSG00000121807	chr3	46395225	46402419
ENSG00000160791	chr3	46411633	46417697
ENSG00000121797	chr3	46448654	46454488
ENSG00000012223	chr3	46477136	46526724
ENSG00000163825	chr3	46538981	46542439
ENSG00000163827	chr3	46556913	46621589
ENSG00000268324	chr3	46598888	46601178
ENSG00000241186	chr3	46616045	46668033
ENSG00000178038	chr3	46710487	46735194
ENSG00000181585	chr3	46742823	46752376
ENSG00000206549	chr3	46753605	46854064
ENSG00000261603	chr3	46761073	46777919
ENSG00000188086	chr3	46783582	46854048
ENSG00000178055	chr3	46871032	46875585
ENSG00000160808	chr3	46899362	46923659
ENSG00000160801	chr3	46919236	46945287
ENSG00000268537	chr3	46927699	46930171
ENSG00000160799	chr3	46963216	47023500
ENSG00000160796	chr3	47021173	47051193
ENSG00000181555	chr3	47057919	47205457
ENSG00000088727	chr3	47269516	47324941
ENSG00000114648	chr3	47324407	47388306
ENSG00000076201	chr3	47422501	47454931
ENSG00000114650	chr3	47455203	47518616
ENSG00000163832	chr3	47537130	47555251
ENSG00000114646	chr3	47603729	47622282
ENSG00000173473	chr3	47626762	47823596
ENSG00000132153	chr3	47844399	47891685
ENSG00000047849	chr3	47892182	48130769
ENSG00000164045	chr3	48198636	48229892
ENSG00000164047	chr3	48264837	48266981
ENSG00000164048	chr3	48282590	48340743
ENSG00000172113	chr3	48334754	48343175
ENSG00000229453	chr3	48348336	48369831
ENSG00000164049	chr3	48413709	48442666
ENSG00000164050	chr3	48445261	48471594
ENSG00000164051	chr3	48473574	48481866
ENSG00000232112	chr3	48481667	48485616
ENSG00000164053	chr3	48488114	48507115
ENSG00000213689	chr3	48506445	48509044
ENSG00000164054	chr3	48509197	48542259
ENSG00000114268	chr3	48555117	48599448
ENSG00000145040	chr3	48599160	48601206
ENSG00000114270	chr3	48601506	48632700
ENSG00000010256	chr3	48636435	48648409
ENSG00000183396	chr3	48658192	48659288
ENSG00000225697	chr3	48663156	48672926
ENSG00000008300	chr3	48673902	48700348
ENSG00000213672	chr3	48701364	48723797
ENSG00000068745	chr3	48725436	48777786
ENSG00000114302	chr3	48782030	48885279
ENSG00000178537	chr3	48894369	48936426
ENSG00000221883	chr3	48955221	48956818
ENSG00000177479	chr3	48956254	49023815
ENSG00000178467	chr3	49027319	49044587
ENSG00000178252	chr3	49044495	49053386
ENSG00000178149	chr3	49052921	49059726
ENSG00000178057	chr3	49057892	49060928
ENSG00000178035	chr3	49061758	49066841
ENSG00000198218	chr3	49067140	49131796
ENSG00000172053	chr3	49133365	49142553
ENSG00000172046	chr3	49145479	49158371
ENSG00000172037	chr3	49158547	49170551
ENSG00000177352	chr3	49199968	49203754
ENSG00000185909	chr3	49209044	49213917
ENSG00000236980	chr3	49215065	49229291
ENSG00000173421	chr3	49235861	49295537
ENSG00000225399	chr3	49297518	49298744
ENSG00000188315	chr3	49306035	49315342
ENSG00000114316	chr3	49315264	49378145
ENSG00000233276	chr3	49394609	49396033
ENSG00000067560	chr3	49396578	49450431
ENSG00000145022	chr3	49449639	49453908
ENSG00000145020	chr3	49454211	49460186
ENSG00000145029	chr3	49460379	49466759
ENSG00000173402	chr3	49506146	49573048
ENSG00000164061	chr3	49591922	49708978
ENSG00000164062	chr3	49711435	49721396
ENSG00000173531	chr3	49721380	49726934
ENSG00000164068	chr3	49726932	49758962
ENSG00000176020	chr3	49754267	49761349
ENSG00000173540	chr3	49754277	49761384
ENSG00000176095	chr3	49761727	49823975
ENSG00000187492	chr3	49828165	49837268
ENSG00000185614	chr3	49840687	49842463
ENSG00000182179	chr3	49842640	49851379
ENSG00000183763	chr3	49866034	49894007
ENSG00000164076	chr3	49895421	49907655
ENSG00000164078	chr3	49924435	49941299
ENSG00000228008	chr3	49941278	49954370
ENSG00000164077	chr3	49946302	49967606
ENSG00000004534	chr3	49977440	50137478
ENSG00000003756	chr3	50126341	50156454
ENSG00000001617	chr3	50192478	50226508
ENSG00000114349	chr3	50229045	50233949
ENSG00000114353	chr3	50263724	50296787
ENSG00000179564	chr3	50316458	50325545
ENSG00000214706	chr3	50325163	50330349
ENSG00000186792	chr3	50330262	50336899
ENSG00000243477	chr3	50333833	50336852
ENSG00000114378	chr3	50337320	50349812
ENSG00000068001	chr3	50355221	50360337
ENSG00000114383	chr3	50357458	50365682
ENSG00000068028	chr3	50367219	50378411
ENSG00000004838	chr3	50378541	50384283
ENSG00000114388	chr3	50384761	50388522
ENSG00000114395	chr3	50388126	50395891
ENSG00000272104	chr3	50388323	50405354
ENSG00000126062	chr3	50392180	50397041
ENSG00000007402	chr3	50400233	50541675
ENSG00000088543	chr3	50595462	50608458
ENSG00000114735	chr3	50606583	50622366
ENSG00000114737	chr3	50643921	50649262
ENSG00000114738	chr3	50648951	50686720
ENSG00000088538	chr3	50712672	51421629
ENSG00000145050	chr3	51422478	51426828
ENSG00000179837	chr3	51428731	51435330
ENSG00000145041	chr3	51433298	51534010
ENSG00000164080	chr3	51575160	51702683
ENSG00000164081	chr3	51696709	51738339
ENSG00000164082	chr3	51741086	51752629
ENSG00000214686	chr3	51812580	51813009
ENSG00000229972	chr3	51851620	51864876
ENSG00000184345	chr3	51895645	51897440
ENSG00000214681	chr3	51907737	51909600
ENSG00000173389	chr3	51928892	51937351
ENSG00000114767	chr3	51967446	51975957
ENSG00000041880	chr3	51976361	51982883
ENSG00000180929	chr3	51989330	51991509
ENSG00000090097	chr3	51991470	52002426
ENSG00000272762	chr3	51994317	52008032
ENSG00000114779	chr3	52002526	52017425
ENSG00000248487	chr3	52005442	52015212
ENSG00000243989	chr3	52009066	52023213
ENSG00000114786	chr3	52009066	52023199
ENSG00000162244	chr3	52027616	52029958
ENSG00000164086	chr3	52082935	52090566
ENSG00000256097	chr3	52097076	52097567
ENSG00000164087	chr3	52109269	52188706
ENSG00000023330	chr3	52232102	52248343
ENSG00000239732	chr3	52255096	52273183
ENSG00000173366	chr3	52255097	52265206
ENSG00000247596	chr3	52262626	52273276
ENSG00000164088	chr3	52279841	52284613
ENSG00000164091	chr3	52288437	52322036
ENSG00000168237	chr3	52321105	52329272
ENSG00000114841	chr3	52350335	52434507
ENSG00000163930	chr3	52435029	52444366
ENSG00000010318	chr3	52444673	52457657
ENSG00000010319	chr3	52467069	52479101
ENSG00000114854	chr3	52485118	52488086
ENSG00000010322	chr3	52489134	52527087
ENSG00000010327	chr3	52529354	52558511
ENSG00000168268	chr3	52558386	52569070
ENSG00000168273	chr3	52568029	52613253
ENSG00000163939	chr3	52579368	52719933
ENSG00000163938	chr3	52715172	52728508
ENSG00000016864	chr3	52728505	52740048
ENSG00000114902	chr3	52738971	52742182
ENSG00000114904	chr3	52744800	52804965
ENSG00000055957	chr3	52811603	52826078
ENSG00000162267	chr3	52828784	52843025
ENSG00000055955	chr3	52846991	52865495
ENSG00000243696	chr3	52847298	52869745
ENSG00000272573	chr3	52867130	52869235
ENSG00000248592	chr3	52867137	52931578
ENSG00000213533	chr3	52870235	52931612
ENSG00000163935	chr3	52937588	53080766
ENSG00000272305	chr3	53003135	53133469
ENSG00000163933	chr3	53122499	53164478
ENSG00000163932	chr3	53190025	53226733
ENSG00000163931	chr3	53258723	53290068
ENSG00000162290	chr3	53317447	53381654
ENSG00000157388	chr3	53528683	53847760
ENSG00000016391	chr3	53846362	53880417
ENSG00000056736	chr3	53880607	53899827
ENSG00000113812	chr3	53901093	53916229
ENSG00000113811	chr3	53918437	53926015
ENSG00000157445	chr3	54156574	55108584
ENSG00000144771	chr3	54952264	55001115
ENSG00000114251	chr3	55499743	55523973
ENSG00000187672	chr3	55542336	56502391
ENSG00000180376	chr3	56591189	56655846
ENSG00000163946	chr3	56654161	56717265
ENSG00000163947	chr3	56761446	57113357
ENSG00000186451	chr3	57094469	57109460
ENSG00000144730	chr3	57124010	57204334
ENSG00000163666	chr3	57231944	57260549
ENSG00000157500	chr3	57261765	57307496
ENSG00000239388	chr3	57302375	57326710
ENSG00000174844	chr3	57327727	57530071
ENSG00000174840	chr3	57542003	57552571
ENSG00000168374	chr3	57557090	57583947
ENSG00000174839	chr3	57611184	57678816
ENSG00000163681	chr3	57741177	57914895
ENSG00000136068	chr3	57994127	58157982
ENSG00000163687	chr3	58177984	58200424
ENSG00000163686	chr3	58223233	58281420
ENSG00000163684	chr3	58291974	58310422
ENSG00000255154	chr3	58303341	58303847
ENSG00000168297	chr3	58318607	58411748
ENSG00000168291	chr3	58413357	58419584
ENSG00000168301	chr3	58477841	58488087
ENSG00000168306	chr3	58490863	58523046
ENSG00000168309	chr3	58549844	58613337
ENSG00000198643	chr3	58619673	58652575
ENSG00000163689	chr3	58703092	59035810
ENSG00000189283	chr3	59735036	61237133
ENSG00000269415	chr3	59957215	59957583
ENSG00000144724	chr3	61547243	62283288
ENSG00000114405	chr3	62304648	62321888
ENSG00000153266	chr3	62355356	62359999
ENSG00000163618	chr3	62384022	62861054
ENSG00000163630	chr3	63213991	63602597
ENSG00000188817	chr3	63638344	63664696
ENSG00000163632	chr3	63805038	63834312
ENSG00000163634	chr3	63819546	63849579
ENSG00000163635	chr3	63850233	63989138
ENSG00000163636	chr3	63996225	64009658
ENSG00000163637	chr3	64079543	64431152
ENSG00000163638	chr3	64501333	64673676
ENSG00000151276	chr3	65339200	66024509
ENSG00000144741	chr3	66119285	66438540
ENSG00000144749	chr3	66429221	66551687
ENSG00000163376	chr3	67048727	67061634
ENSG00000172340	chr3	67410884	67705038
ENSG00000183662	chr3	68053359	68594776
ENSG00000163377	chr3	68780917	68981761
ENSG00000163378	chr3	69024365	69063112
ENSG00000144747	chr3	69068978	69101484
ENSG00000144744	chr3	69103881	69129559
ENSG00000144746	chr3	69134095	69155217
ENSG00000163380	chr3	69156023	69172183
ENSG00000114541	chr3	69219141	69591734
ENSG00000187098	chr3	69788586	70017488
ENSG00000114861	chr3	71003844	71633140
ENSG00000163412	chr3	71724567	71803924
ENSG00000170837	chr3	71803201	71805647
ENSG00000163421	chr3	71820807	71834357
ENSG00000163602	chr3	72420976	72496069
ENSG00000144736	chr3	72798428	72911065
ENSG00000172986	chr3	72937224	73047289
ENSG00000163605	chr3	73045936	73118350
ENSG00000255423	chr3	73110810	73112488
ENSG00000121440	chr3	73431584	73674091
ENSG00000113805	chr3	74311719	74570291
ENSG00000172969	chr3	75713481	75716371
ENSG00000227124	chr3	75758794	75834734
ENSG00000185008	chr3	75955846	77699115
ENSG00000169855	chr3	78646390	79816965
ENSG00000114480	chr3	81538850	81811312
ENSG00000175161	chr3	85008132	86123579
ENSG00000206538	chr3	86987119	87040269
ENSG00000083937	chr3	87276421	87304698
ENSG00000064835	chr3	87308554	87325737
ENSG00000179097	chr3	88039846	88042919
ENSG00000163320	chr3	88101094	88199035
ENSG00000229729	chr3	88108424	88188123
ENSG00000175105	chr3	88188254	88193815
ENSG00000179021	chr3	88198893	88217879
ENSG00000044524	chr3	89156674	89531284
ENSG00000184500	chr3	93591881	93692910
ENSG00000169379	chr3	93698983	93774512
ENSG00000178750	chr3	93733213	93747454
ENSG00000178700	chr3	93766680	93782233
ENSG00000178694	chr3	93781760	93847389
ENSG00000269028	chr3	96335981	96337000
ENSG00000080224	chr3	96533425	97471304
ENSG00000113966	chr3	97483365	97519953
ENSG00000233280	chr3	97540884	97594132
ENSG00000080200	chr3	97595819	97663810
ENSG00000170854	chr3	97660662	97691301
ENSG00000196578	chr3	97806017	97806946
ENSG00000231192	chr3	97851542	97852483
ENSG00000236032	chr3	97868170	97869249
ENSG00000233412	chr3	97887544	97888485
ENSG00000230301	chr3	97983088	97984200
ENSG00000197938	chr3	98001732	98002676
ENSG00000196098	chr3	98072698	98073663
ENSG00000206536	chr3	98109510	98110475
ENSG00000232382	chr3	98188324	98189420
ENSG00000231861	chr3	98216448	98217496
ENSG00000080822	chr3	98216756	98241910
ENSG00000080819	chr3	98239976	98312567
ENSG00000154165	chr3	98250743	98251960
ENSG00000064225	chr3	98451080	98540045
ENSG00000057019	chr3	98514785	98620533
ENSG00000144810	chr3	99357319	99518070
ENSG00000184220	chr3	99536678	99897447
ENSG00000168386	chr3	99548985	99833357
ENSG00000235156	chr3	99904531	99913035
ENSG00000036054	chr3	99979844	100044095
ENSG00000114021	chr3	100053545	100075710
ENSG00000154174	chr3	100082275	100120242
ENSG00000206535	chr3	100120037	100175163
ENSG00000181458	chr3	100211463	100296288
ENSG00000144820	chr3	100328433	100414323
ENSG00000114354	chr3	100428205	100467810
ENSG00000154175	chr3	100468000	100712359
ENSG00000081148	chr3	100941390	101039404
ENSG00000138468	chr3	101043049	101232085
ENSG00000174173	chr3	101280706	101285290
ENSG00000081154	chr3	101292939	101313281
ENSG00000066422	chr3	101367733	101396339
ENSG00000114391	chr3	101399935	101405626
ENSG00000182504	chr3	101442769	101489406
ENSG00000144815	chr3	101498046	101547073
ENSG00000144802	chr3	101546835	101579866
ENSG00000170044	chr3	101818088	102198685
ENSG00000170017	chr3	105085753	105295744
ENSG00000114423	chr3	105374305	105588396
ENSG00000138483	chr3	107096188	107097481
ENSG00000114439	chr3	107241783	107530171
ENSG00000196776	chr3	107762145	107809872
ENSG00000114446	chr3	107879659	107941417
ENSG00000114455	chr3	108015376	108097132
ENSG00000144821	chr3	108099216	108248169
ENSG00000163507	chr3	108268716	108308491
ENSG00000198919	chr3	108308529	108413693
ENSG00000163515	chr3	108462271	108476231
ENSG00000163519	chr3	108541545	108573852
ENSG00000138472	chr3	108626639	108672742
ENSG00000114487	chr3	108677086	108836989
ENSG00000163530	chr3	109012635	109035364
ENSG00000121570	chr3	109044988	109056419
ENSG00000206532	chr3	110607231	110612323
ENSG00000177707	chr3	110788918	110994410
ENSG00000153283	chr3	111011566	111384597
ENSG00000177494	chr3	111311747	111314290
ENSG00000240891	chr3	111393523	111565294
ENSG00000144824	chr3	111451344	111695364
ENSG00000144827	chr3	111697857	111712210
ENSG00000144834	chr3	111717511	111732734
ENSG00000176040	chr3	111753690	111800116
ENSG00000114529	chr3	111805182	111849851
ENSG00000174500	chr3	111839688	111852152
ENSG00000172139	chr3	111859734	112013105
ENSG00000091972	chr3	112051194	112081659
ENSG00000186265	chr3	112182815	112218408
ENSG00000144848	chr3	112251356	112280893
ENSG00000138459	chr3	112280556	112304424
ENSG00000091986	chr3	112323407	112368377
ENSG00000206531	chr3	112534556	112565703
ENSG00000163606	chr3	112640056	112693969
ENSG00000163607	chr3	112709765	112733907
ENSG00000163608	chr3	112721287	112738708
ENSG00000144857	chr3	112929850	113006303
ENSG00000206530	chr3	113005777	113160457
ENSG00000163611	chr3	113161565	113234034
ENSG00000072858	chr3	113251143	113348425
ENSG00000176542	chr3	113367232	113415493
ENSG00000121579	chr3	113435307	113465147
ENSG00000114573	chr3	113465866	113530903
ENSG00000178075	chr3	113547029	113666021
ENSG00000184307	chr3	113666748	113684248
ENSG00000163617	chr3	113682984	113775460
ENSG00000151576	chr3	113724680	113807269
ENSG00000151577	chr3	113847499	113918254
ENSG00000174255	chr3	113953483	113956425
ENSG00000181847	chr3	113995760	114029135
ENSG00000181722	chr3	114056941	114866118
ENSG00000172020	chr3	115342171	115440337
ENSG00000185565	chr3	115521235	117716095
ENSG00000144847	chr3	118619404	118864915
ENSG00000163424	chr3	118864997	118878889
ENSG00000251012	chr3	118866222	118906654
ENSG00000114638	chr3	118892364	118924000
ENSG00000121578	chr3	118930579	118959950
ENSG00000031081	chr3	119013220	119139561
ENSG00000176142	chr3	119148347	119187677
ENSG00000163389	chr3	119187785	119213555
ENSG00000113845	chr3	119217379	119243937
ENSG00000121594	chr3	119243140	119278449
ENSG00000144843	chr3	119298115	119308792
ENSG00000144837	chr3	119316689	119348658
ENSG00000121577	chr3	119355304	119384171
ENSG00000138495	chr3	119373360	119396301
ENSG00000183833	chr3	119421869	119485949
ENSG00000144852	chr3	119499331	119537332
ENSG00000082701	chr3	119540170	119813264
ENSG00000175697	chr3	119883492	120003941
ENSG00000163428	chr3	120043356	120068186
ENSG00000163430	chr3	120111140	120170100
ENSG00000065518	chr3	120315156	120321347
ENSG00000113924	chr3	120347020	120401418
ENSG00000144840	chr3	120405528	120461840
ENSG00000153767	chr3	120461484	120501916
ENSG00000145087	chr3	120626919	121143608
ENSG00000051341	chr3	121150278	121264853
ENSG00000186103	chr3	121289551	121305481
ENSG00000163833	chr3	121311966	121349139
ENSG00000180353	chr3	121350246	121379774
ENSG00000173230	chr3	121382046	121468602
ENSG00000173226	chr3	121488610	121553926
ENSG00000145088	chr3	121554030	121605373
ENSG00000163406	chr3	121612936	121662949
ENSG00000145103	chr3	121706170	121741051
ENSG00000114013	chr3	121774213	121839983
ENSG00000036828	chr3	121902530	122005342
ENSG00000121552	chr3	122044091	122060819
ENSG00000160124	chr3	122078438	122102078
ENSG00000114023	chr3	122103023	122131181
ENSG00000196981	chr3	122130715	122134882
ENSG00000114030	chr3	122140796	122233792
ENSG00000138496	chr3	122246771	122283424
ENSG00000163840	chr3	122283085	122294050
ENSG00000173200	chr3	122296449	122357894
ENSG00000173193	chr3	122399465	122449687
ENSG00000169087	chr3	122458846	122512671
ENSG00000138463	chr3	122513642	122599986
ENSG00000082684	chr3	122628041	122747452
ENSG00000065485	chr3	122785909	122944074
ENSG00000121542	chr3	122920774	122992977
ENSG00000173175	chr3	123001143	123168605
ENSG00000206527	chr3	123209667	123304032
ENSG00000065534	chr3	123328896	123603178
ENSG00000175455	chr3	123616152	123680564
ENSG00000065371	chr3	123687368	123711025
ENSG00000160145	chr3	123798870	124445172
